route_id,service_id,trip_id,trip_headsign,direction_id,block_id,shape_id,trip_load_information,wheelchair_accessible,bikes_allowed
2,2026_01_12-SA-MVS-Saturday-085,1923003,"SFO / SF / Antioch",0,,002A_shp,,1,1
1,2026_01_12-SA-MVS-Saturday-085,1922930,"San Francisco International Airport",1,,001A_shp,,1,1
2,2026_01_12-SA-MVS-Saturday-085,1923004,"SFO / SF / Antioch",0,,002A_shp,,1,1
1,2026_01_12-SA-MVS-Saturday-085,1922931,"San Francisco International Airport",1,,001A_shp,,1,1
2,2026_01_12-SA-MVS-Saturday-085,1923005,"SFO / SF / Antioch",0,,002A_shp,,1,1
1,2026_01_12-SA-MVS-Saturday-085,1922932,"San Francisco International Airport",1,,001A_shp,,1,1
2,2026_01_12-SA-MVS-Saturday-085,1923006,"SFO / SF / Antioch",0,,002A_shp,,1,1
1,2026_01_12-SA-MVS-Saturday-085,1922933,"San Francisco International Airport",1,,001A_shp,,1,1
2,2026_01_12-SA-MVS-Saturday-085,1923007,"SFO / SF / Antioch",0,,002A_shp,,1,1
1,2026_01_12-SA-MVS-Saturday-085,1922934,"San Francisco International Airport",1,,001A_shp,,1,1
2,2026_01_12-SA-MVS-Saturday-085,1923008,"SFO / SF / Antioch",0,,002A_shp,,1,1
1,2026_01_12-SA-MVS-Saturday-085,1922935,"San Francisco International Airport",1,,001A_shp,,1,1
2,2026_01_12-SA-MVS-Saturday-085,1923009,"SFO / SF / Antioch",0,,002A_shp,,1,1
1,2026_01_12-SA-MVS-Saturday-085,1922936,"San Francisco International Airport",1,,001A_shp,,1,1
2,2026_01_12-SA-MVS-Saturday-085,1923010,"SFO / SF / Antioch",0,,002A_shp,,1,1
1,2026_01_12-SA-MVS-Saturday-085,1922937,"San Francisco International Airport",1,,001A_shp,,1,1
2,2026_01_12-SA-MVS-Saturday-085,1923011,"SFO / SF / Antioch",0,,002A_shp,,1,1
1,2026_01_12-SA-MVS-Saturday-085,1922938,"San Francisco International Airport",1,,001A_shp,,1,1
2,2026_01_12-SA-MVS-Saturday-085,1923012,"SFO / SF / Antioch",0,,002A_shp,,1,1
1,2026_01_12-SA-MVS-Saturday-085,1922939,"San Francisco International Airport",1,,001A_shp,,1,1
2,2026_01_12-SA-MVS-Saturday-085,1923013,"SFO / SF / Antioch",0,,002A_shp,,1,1
1,2026_01_12-SA-MVS-Saturday-085,1922940,"San Francisco International Airport",1,,001A_shp,,1,1
2,2026_01_12-SA-MVS-Saturday-085,1923014,"SFO / SF / Antioch",0,,002A_shp,,1,1
1,2026_01_12-SA-MVS-Saturday-085,1922941,"San Francisco International Airport",1,,001A_shp,,1,1
2,2026_01_12-SA-MVS-Saturday-085,1923015,"SFO / SF / Antioch",0,,002A_shp,,1,1
1,2026_01_12-SA-MVS-Saturday-085,1922942,"San Francisco International Airport",1,,001A_shp,,1,1
2,2026_01_12-SA-MVS-Saturday-085,1923016,"SFO / SF / Antioch",0,,002A_shp,,1,1
1,2026_01_12-SA-MVS-Saturday-085,1922943,"San Francisco International Airport",1,,001A_shp,,1,1
2,2026_01_12-SA-MVS-Saturday-085,1923017,"SFO / SF / Antioch",0,,002A_shp,,1,1
1,2026_01_12-SA-MVS-Saturday-085,1922944,"San Francisco International Airport",1,,001A_shp,,1,1
2,2026_01_12-SA-MVS-Saturday-085,1923018,"SFO / SF / Antioch",0,,002A_shp,,1,1
1,2026_01_12-SA-MVS-Saturday-085,1922945,"San Francisco International Airport",1,,001A_shp,,1,1
2,2026_01_12-SA-MVS-Saturday-085,1923019,"SFO / SF / Antioch",0,,002A_shp,,1,1
1,2026_01_12-SA-MVS-Saturday-085,1922946,"San Francisco International Airport",1,,001A_shp,,1,1
2,2026_01_12-SA-MVS-Saturday-085,1923020,"SFO / SF / Antioch",0,,002A_shp,,1,1
1,2026_01_12-SA-MVS-Saturday-085,1922947,"San Francisco International Airport",1,,001A_shp,,1,1
2,2026_01_12-SA-MVS-Saturday-085,1923021,"SFO / SF / Antioch",0,,002A_shp,,1,1
1,2026_01_12-SA-MVS-Saturday-085,1922948,"San Francisco International Airport",1,,001A_shp,,1,1
2,2026_01_12-SA-MVS-Saturday-085,1923022,"SFO / SF / Antioch",0,,002A_shp,,1,1
1,2026_01_12-SA-MVS-Saturday-085,1922949,"San Francisco International Airport",1,,001A_shp,,1,1
2,2026_01_12-SA-MVS-Saturday-085,1923023,"SFO / SF / Antioch",0,,002A_shp,,1,1
1,2026_01_12-SA-MVS-Saturday-085,1922950,"San Francisco International Airport",1,,001A_shp,,1,1
2,2026_01_12-SA-MVS-Saturday-085,1923024,"SFO / SF / Antioch",0,,002A_shp,,1,1
1,2026_01_12-SA-MVS-Saturday-085,1922951,"San Francisco International Airport",1,,001A_shp,,1,1
2,2026_01_12-SA-MVS-Saturday-085,1923025,"SFO / SF / Antioch",0,,002A_shp,,1,1
1,2026_01_12-SA-MVS-Saturday-085,1922953,"San Francisco International Airport",1,,001A_shp,,1,1
2,2026_01_12-SA-MVS-Saturday-085,1923026,"SFO / SF / Antioch",0,,002A_shp,,1,1
1,2026_01_12-SA-MVS-Saturday-085,1922954,"San Francisco International Airport",1,,001A_shp,,1,1
2,2026_01_12-SA-MVS-Saturday-085,1923027,"SFO / SF / Antioch",0,,002A_shp,,1,1
1,2026_01_12-SA-MVS-Saturday-085,1922955,"San Francisco International Airport",1,,001A_shp,,1,1
2,2026_01_12-SA-MVS-Saturday-085,1923028,"SFO / SF / Antioch",0,,002A_shp,,1,1
1,2026_01_12-SA-MVS-Saturday-085,1922952,"San Francisco International Airport",1,,001A_shp,,1,1
2,2026_01_12-SA-MVS-Saturday-085,1923029,"SFO / SF / Antioch",0,,002A_shp,,1,1
1,2026_01_12-SA-MVS-Saturday-085,1922956,"San Francisco International Airport",1,,001A_shp,,1,1
2,2026_01_12-SA-MVS-Saturday-085,1923030,"SFO / SF / Antioch",0,,002A_shp,,1,1
1,2026_01_12-SA-MVS-Saturday-085,1922957,"San Francisco International Airport",1,,001A_shp,,1,1
2,2026_01_12-SA-MVS-Saturday-085,1923031,"SFO / SF / Antioch",0,,002A_shp,,1,1
1,2026_01_12-SA-MVS-Saturday-085,1922958,"San Francisco International Airport",1,,001A_shp,,1,1
2,2026_01_12-SA-MVS-Saturday-085,1923032,"SFO / SF / Antioch",0,,002A_shp,,1,1
1,2026_01_12-SA-MVS-Saturday-085,1922959,"San Francisco International Airport",1,,001A_shp,,1,1
2,2026_01_12-SA-MVS-Saturday-085,1923033,"SFO / SF / Antioch",0,,002A_shp,,1,1
1,2026_01_12-SA-MVS-Saturday-085,1922960,"San Francisco International Airport",1,,001A_shp,,1,1
2,2026_01_12-SA-MVS-Saturday-085,1923034,"SFO / SF / Antioch",0,,002A_shp,,1,1
1,2026_01_12-SA-MVS-Saturday-085,1922961,"San Francisco International Airport",1,,001A_shp,,1,1
2,2026_01_12-SA-MVS-Saturday-085,1923035,"SFO / SF / Antioch",0,,002A_shp,,1,1
1,2026_01_12-SA-MVS-Saturday-085,1922962,"San Francisco International Airport",1,,001A_shp,,1,1
2,2026_01_12-SA-MVS-Saturday-085,1923047,"SFO / SF / Antioch",1,,002E_shp,,1,1
1,2026_01_12-SA-MVS-Saturday-085,1922974,"Millbrae (Caltrain Transfer Platform)",1,,001G_shp,,1,1
2,2026_01_12-SA-MVS-Saturday-085,1923036,"SFO / SF / Antioch",0,,002A_shp,,1,1
1,2026_01_12-SA-MVS-Saturday-085,1922975,"Millbrae (Caltrain Transfer Platform)",1,,001G_shp,,1,1
2,2026_01_12-SA-MVS-Saturday-085,1923048,"SFO / SF / Antioch",1,,002E_shp,,1,1
1,2026_01_12-SA-MVS-Saturday-085,1922963,"San Francisco International Airport",1,,001A_shp,,1,1
2,2026_01_12-SA-MVS-Saturday-085,1923061,"SFO / SF / Antioch",1,,002E_shp,,1,1
1,2026_01_12-SA-MVS-Saturday-085,1922976,"Millbrae (Caltrain Transfer Platform)",1,,001G_shp,,1,1
2,2026_01_12-SA-MVS-Saturday-085,1923037,"SFO / SF / Antioch",0,,002A_shp,,1,1
1,2026_01_12-SA-MVS-Saturday-085,1922964,"San Francisco International Airport",1,,001A_shp,,1,1
2,2026_01_12-SA-MVS-Saturday-085,1923052,"SFO / SF / Antioch",1,,002E_shp,,1,1
1,2026_01_12-SA-MVS-Saturday-085,1922977,"Millbrae (Caltrain Transfer Platform)",1,,001G_shp,,1,1
2,2026_01_12-SA-MVS-Saturday-085,1923038,"SFO / SF / Antioch",0,,002A_shp,,1,1
1,2026_01_12-SA-MVS-Saturday-085,1922965,"San Francisco International Airport",1,,001A_shp,,1,1
2,2026_01_12-SA-MVS-Saturday-085,1923053,"SFO / SF / Antioch",1,,002E_shp,,1,1
1,2026_01_12-SA-MVS-Saturday-085,1922978,"Millbrae (Caltrain Transfer Platform)",1,,001G_shp,,1,1
2,2026_01_12-SA-MVS-Saturday-085,1923039,"SFO / SF / Antioch",0,,002A_shp,,1,1
1,2026_01_12-SA-MVS-Saturday-085,1922979,"Millbrae (Caltrain Transfer Platform)",1,,001G_shp,,1,1
2,2026_01_12-SA-MVS-Saturday-085,1923054,"SFO / SF / Antioch",1,,002E_shp,,1,1
1,2026_01_12-SA-MVS-Saturday-085,1922966,"San Francisco International Airport",1,,001A_shp,,1,1
2,2026_01_12-SA-MVS-Saturday-085,1923051,"SFO / SF / Antioch",1,,002E_shp,,1,1
1,2026_01_12-SA-MVS-Saturday-085,1922980,"Millbrae (Caltrain Transfer Platform)",1,,001G_shp,,1,1
2,2026_01_12-SA-MVS-Saturday-085,1923040,"SFO / SF / Antioch",0,,002A_shp,,1,1
1,2026_01_12-SA-MVS-Saturday-085,1922967,"San Francisco International Airport",1,,001A_shp,,1,1
2,2026_01_12-SA-MVS-Saturday-085,1923055,"SFO / SF / Antioch",1,,002E_shp,,1,1
1,2026_01_12-SA-MVS-Saturday-085,1922981,"Millbrae (Caltrain Transfer Platform)",1,,001G_shp,,1,1
2,2026_01_12-SA-MVS-Saturday-085,1923041,"SFO / SF / Antioch",0,,002A_shp,,1,1
1,2026_01_12-SA-MVS-Saturday-085,1922968,"San Francisco International Airport",1,,001A_shp,,1,1
2,2026_01_12-SA-MVS-Saturday-085,1923056,"SFO / SF / Antioch",1,,002E_shp,,1,1
1,2026_01_12-SA-MVS-Saturday-085,1922982,"Millbrae (Caltrain Transfer Platform)",1,,001G_shp,,1,1
2,2026_01_12-SA-MVS-Saturday-085,1923042,"SFO / SF / Antioch",0,,002A_shp,,1,1
1,2026_01_12-SA-MVS-Saturday-085,1922983,"Millbrae (Caltrain Transfer Platform)",1,,001G_shp,,1,1
2,2026_01_12-SA-MVS-Saturday-085,1923057,"SFO / SF / Antioch",1,,002E_shp,,1,1
1,2026_01_12-SA-MVS-Saturday-085,1922969,"San Francisco International Airport",1,,001A_shp,,1,1
2,2026_01_12-SA-MVS-Saturday-085,1923058,"SFO / SF / Antioch",1,,002E_shp,,1,1
2,2026_01_12-SA-MVS-Saturday-085,1923059,"SFO / SF / Antioch",1,,002E_shp,,1,1
2,2026_01_12-SA-MVS-Saturday-085,1923060,"SFO / SF / Antioch",1,,002E_shp,,1,1
1,2026_01_12-SA-MVS-Saturday-085,1922973,"Millbrae (Caltrain Transfer Platform)",1,,001G_shp,,1,1
1,2026_01_12-SA-MVS-Saturday-085,1922984,"Millbrae (Caltrain Transfer Platform)",1,,001G_shp,,1,1
1,2026_01_12-SA-MVS-Saturday-085,1922985,"Millbrae (Caltrain Transfer Platform)",1,,001G_shp,,1,1
2,2026_01_12-SA-MVS-Saturday-085,1923043,"SFO / SF / Antioch",0,,002A_shp,,1,1
1,2026_01_12-SA-MVS-Saturday-085,1922972,"Millbrae (Caltrain Transfer Platform)",1,,001E_shp,,1,1
2,2026_01_12-SA-MVS-Saturday-085,1923044,"SFO / SF / Antioch",0,,002A_shp,,1,1
7,2026_01_12-SA-MVS-Saturday-085,1923264,"SF / SFO Airport / Millbrae",1,,007A_shp,,1,1
8,2026_01_12-SA-MVS-Saturday-085,1923348,"SFO / SF / Richmond",0,,008A_shp,,1,1
7,2026_01_12-SA-MVS-Saturday-085,1923265,"SF / SFO Airport / Millbrae",1,,007A_shp,,1,1
8,2026_01_12-SA-MVS-Saturday-085,1923349,"SFO / SF / Richmond",0,,008A_shp,,1,1
7,2026_01_12-SA-MVS-Saturday-085,1923266,"SF / SFO Airport / Millbrae",1,,007A_shp,,1,1
8,2026_01_12-SA-MVS-Saturday-085,1923350,"SFO / SF / Richmond",0,,008A_shp,,1,1
7,2026_01_12-SA-MVS-Saturday-085,1923267,"SF / SFO Airport / Millbrae",1,,007A_shp,,1,1
8,2026_01_12-SA-MVS-Saturday-085,1923351,"SFO / SF / Richmond",0,,008A_shp,,1,1
7,2026_01_12-SA-MVS-Saturday-085,1923268,"SF / SFO Airport / Millbrae",1,,007A_shp,,1,1
8,2026_01_12-SA-MVS-Saturday-085,1923352,"SFO / SF / Richmond",0,,008A_shp,,1,1
7,2026_01_12-SA-MVS-Saturday-085,1923269,"SF / SFO Airport / Millbrae",1,,007A_shp,,1,1
8,2026_01_12-SA-MVS-Saturday-085,1923353,"SFO / SF / Richmond",0,,008A_shp,,1,1
7,2026_01_12-SA-MVS-Saturday-085,1923270,"SF / SFO Airport / Millbrae",1,,007A_shp,,1,1
8,2026_01_12-SA-MVS-Saturday-085,1923354,"SFO / SF / Richmond",0,,008A_shp,,1,1
7,2026_01_12-SA-MVS-Saturday-085,1923271,"SF / SFO Airport / Millbrae",1,,007A_shp,,1,1
8,2026_01_12-SA-MVS-Saturday-085,1923355,"SFO / SF / Richmond",0,,008A_shp,,1,1
7,2026_01_12-SA-MVS-Saturday-085,1923272,"SF / SFO Airport / Millbrae",1,,007A_shp,,1,1
8,2026_01_12-SA-MVS-Saturday-085,1923356,"SFO / SF / Richmond",0,,008A_shp,,1,1
7,2026_01_12-SA-MVS-Saturday-085,1923273,"SF / SFO Airport / Millbrae",1,,007A_shp,,1,1
8,2026_01_12-SA-MVS-Saturday-085,1923357,"SFO / SF / Richmond",0,,008A_shp,,1,1
7,2026_01_12-SA-MVS-Saturday-085,1923274,"SF / SFO Airport / Millbrae",1,,007A_shp,,1,1
8,2026_01_12-SA-MVS-Saturday-085,1923358,"SFO / SF / Richmond",0,,008A_shp,,1,1
7,2026_01_12-SA-MVS-Saturday-085,1923275,"SF / SFO Airport / Millbrae",1,,007A_shp,,1,1
8,2026_01_12-SA-MVS-Saturday-085,1923359,"SFO / SF / Richmond",0,,008A_shp,,1,1
7,2026_01_12-SA-MVS-Saturday-085,1923276,"SF / SFO Airport / Millbrae",1,,007A_shp,,1,1
8,2026_01_12-SA-MVS-Saturday-085,1923360,"SFO / SF / Richmond",0,,008A_shp,,1,1
7,2026_01_12-SA-MVS-Saturday-085,1923277,"SF / SFO Airport / Millbrae",1,,007A_shp,,1,1
8,2026_01_12-SA-MVS-Saturday-085,1923361,"SFO / SF / Richmond",0,,008A_shp,,1,1
7,2026_01_12-SA-MVS-Saturday-085,1923278,"SF / SFO Airport / Millbrae",1,,007A_shp,,1,1
8,2026_01_12-SA-MVS-Saturday-085,1923362,"SFO / SF / Richmond",0,,008A_shp,,1,1
7,2026_01_12-SA-MVS-Saturday-085,1923279,"SF / SFO Airport / Millbrae",1,,007A_shp,,1,1
8,2026_01_12-SA-MVS-Saturday-085,1923363,"SFO / SF / Richmond",0,,008A_shp,,1,1
7,2026_01_12-SA-MVS-Saturday-085,1923280,"SF / SFO Airport / Millbrae",1,,007A_shp,,1,1
8,2026_01_12-SA-MVS-Saturday-085,1923364,"SFO / SF / Richmond",0,,008A_shp,,1,1
7,2026_01_12-SA-MVS-Saturday-085,1923281,"SF / SFO Airport / Millbrae",1,,007A_shp,,1,1
8,2026_01_12-SA-MVS-Saturday-085,1923365,"SFO / SF / Richmond",0,,008A_shp,,1,1
7,2026_01_12-SA-MVS-Saturday-085,1923282,"SF / SFO Airport / Millbrae",1,,007A_shp,,1,1
8,2026_01_12-SA-MVS-Saturday-085,1923366,"SFO / SF / Richmond",0,,008A_shp,,1,1
7,2026_01_12-SA-MVS-Saturday-085,1923283,"SF / SFO Airport / Millbrae",1,,007A_shp,,1,1
8,2026_01_12-SA-MVS-Saturday-085,1923367,"SFO / SF / Richmond",0,,008A_shp,,1,1
7,2026_01_12-SA-MVS-Saturday-085,1923284,"SF / SFO Airport / Millbrae",1,,007A_shp,,1,1
8,2026_01_12-SA-MVS-Saturday-085,1923368,"SFO / SF / Richmond",0,,008A_shp,,1,1
7,2026_01_12-SA-MVS-Saturday-085,1923285,"SF / SFO Airport / Millbrae",1,,007A_shp,,1,1
8,2026_01_12-SA-MVS-Saturday-085,1923369,"SFO / SF / Richmond",0,,008A_shp,,1,1
7,2026_01_12-SA-MVS-Saturday-085,1923286,"SF / SFO Airport / Millbrae",1,,007A_shp,,1,1
8,2026_01_12-SA-MVS-Saturday-085,1923370,"SFO / SF / Richmond",0,,008A_shp,,1,1
7,2026_01_12-SA-MVS-Saturday-085,1923287,"SF / SFO Airport / Millbrae",1,,007A_shp,,1,1
8,2026_01_12-SA-MVS-Saturday-085,1923371,"SFO / SF / Richmond",0,,008A_shp,,1,1
7,2026_01_12-SA-MVS-Saturday-085,1923288,"SF / SFO Airport / Millbrae",1,,007A_shp,,1,1
8,2026_01_12-SA-MVS-Saturday-085,1923372,"SFO / SF / Richmond",0,,008A_shp,,1,1
7,2026_01_12-SA-MVS-Saturday-085,1923289,"SF / SFO Airport / Millbrae",1,,007A_shp,,1,1
8,2026_01_12-SA-MVS-Saturday-085,1923373,"SFO / SF / Richmond",0,,008A_shp,,1,1
7,2026_01_12-SA-MVS-Saturday-085,1923290,"SF / SFO Airport / Millbrae",1,,007A_shp,,1,1
8,2026_01_12-SA-MVS-Saturday-085,1923374,"SFO / SF / Richmond",0,,008A_shp,,1,1
7,2026_01_12-SA-MVS-Saturday-085,1923291,"SF / SFO Airport / Millbrae",1,,007A_shp,,1,1
8,2026_01_12-SA-MVS-Saturday-085,1923375,"SFO / SF / Richmond",0,,008A_shp,,1,1
7,2026_01_12-SA-MVS-Saturday-085,1923292,"SF / SFO Airport / Millbrae",1,,007A_shp,,1,1
8,2026_01_12-SA-MVS-Saturday-085,1923376,"SFO / SF / Richmond",0,,008A_shp,,1,1
7,2026_01_12-SA-MVS-Saturday-085,1923293,"SF / SFO Airport / Millbrae",1,,007A_shp,,1,1
8,2026_01_12-SA-MVS-Saturday-085,1923377,"SFO / SF / Richmond",0,,008A_shp,,1,1
7,2026_01_12-SA-MVS-Saturday-085,1923294,"SF / SFO Airport / Millbrae",1,,007A_shp,,1,1
8,2026_01_12-SA-MVS-Saturday-085,1923378,"SFO / SF / Richmond",0,,008A_shp,,1,1
7,2026_01_12-SA-MVS-Saturday-085,1923295,"SF / SFO Airport / Millbrae",1,,007A_shp,,1,1
8,2026_01_12-SA-MVS-Saturday-085,1923379,"SFO / SF / Richmond",0,,008A_shp,,1,1
7,2026_01_12-SA-MVS-Saturday-085,1923296,"SF / SFO Airport / Millbrae",1,,007A_shp,,1,1
8,2026_01_12-SA-MVS-Saturday-085,1923380,"SFO / SF / Richmond",0,,008A_shp,,1,1
7,2026_01_12-SA-MVS-Saturday-085,1923297,"SF / SFO Airport / Millbrae",1,,007A_shp,,1,1
8,2026_01_12-SA-MVS-Saturday-085,1923381,"SFO / SF / Richmond",0,,008A_shp,,1,1
7,2026_01_12-SA-MVS-Saturday-085,1923298,"SF / SFO Airport / Millbrae",1,,007A_shp,,1,1
8,2026_01_12-SA-MVS-Saturday-085,1923382,"SFO / SF / Richmond",0,,008A_shp,,1,1
7,2026_01_12-SA-MVS-Saturday-085,1923299,"SF / SFO Airport / Millbrae",1,,007A_shp,,1,1
8,2026_01_12-SA-MVS-Saturday-085,1923383,"SFO / SF / Richmond",0,,008A_shp,,1,1
7,2026_01_12-SA-MVS-Saturday-085,1923300,"SF / SFO Airport / Millbrae",1,,007A_shp,,1,1
8,2026_01_12-SA-MVS-Saturday-085,1923384,"SFO / SF / Richmond",0,,008A_shp,,1,1
7,2026_01_12-SA-MVS-Saturday-085,1923301,"SF / SFO Airport / Millbrae",1,,007A_shp,,1,1
8,2026_01_12-SA-MVS-Saturday-085,1923385,"SFO / SF / Richmond",0,,008A_shp,,1,1
7,2026_01_12-SA-MVS-Saturday-085,1923302,"SF / SFO Airport / Millbrae",1,,007A_shp,,1,1
8,2026_01_12-SA-MVS-Saturday-085,1923386,"SFO / SF / Richmond",0,,008A_shp,,1,1
7,2026_01_12-SA-MVS-Saturday-085,1923303,"SF / SFO Airport / Millbrae",1,,007A_shp,,1,1
8,2026_01_12-SA-MVS-Saturday-085,1923387,"SFO / SF / Richmond",0,,008A_shp,,1,1
7,2026_01_12-SA-MVS-Saturday-085,1923304,"SF / SFO Airport / Millbrae",1,,007A_shp,,1,1
8,2026_01_12-SA-MVS-Saturday-085,1923388,"SFO / SF / Richmond",0,,008A_shp,,1,1
7,2026_01_12-SA-MVS-Saturday-085,1923305,"SF / SFO Airport / Millbrae",1,,007A_shp,,1,1
8,2026_01_12-SA-MVS-Saturday-085,1923389,"SFO / SF / Richmond",0,,008A_shp,,1,1
11,2026_01_12-SA-MVS-Saturday-085,1923433,"OAK Airport / SF / Daly City",1,,011A_shp,,1,1
12,2026_01_12-SA-MVS-Saturday-085,1923489,"SF / OAK Airport / Dublin/Pleasanton",0,,012A_shp,,1,1
11,2026_01_12-SA-MVS-Saturday-085,1923434,"OAK Airport / SF / Daly City",1,,011A_shp,,1,1
12,2026_01_12-SA-MVS-Saturday-085,1923490,"SF / OAK Airport / Dublin/Pleasanton",0,,012A_shp,,1,1
11,2026_01_12-SA-MVS-Saturday-085,1923435,"OAK Airport / SF / Daly City",1,,011A_shp,,1,1
12,2026_01_12-SA-MVS-Saturday-085,1923491,"SF / OAK Airport / Dublin/Pleasanton",0,,012A_shp,,1,1
11,2026_01_12-SA-MVS-Saturday-085,1923436,"OAK Airport / SF / Daly City",1,,011A_shp,,1,1
12,2026_01_12-SA-MVS-Saturday-085,1923492,"SF / OAK Airport / Dublin/Pleasanton",0,,012A_shp,,1,1
11,2026_01_12-SA-MVS-Saturday-085,1923437,"OAK Airport / SF / Daly City",1,,011A_shp,,1,1
12,2026_01_12-SA-MVS-Saturday-085,1923493,"SF / OAK Airport / Dublin/Pleasanton",0,,012A_shp,,1,1
11,2026_01_12-SA-MVS-Saturday-085,1923432,"OAK Airport / SF / Daly City",1,,011A_shp,,1,1
12,2026_01_12-SA-MVS-Saturday-085,1923494,"SF / OAK Airport / Dublin/Pleasanton",0,,012A_shp,,1,1
11,2026_01_12-SA-MVS-Saturday-085,1923438,"OAK Airport / SF / Daly City",1,,011A_shp,,1,1
12,2026_01_12-SA-MVS-Saturday-085,1923495,"SF / OAK Airport / Dublin/Pleasanton",0,,012A_shp,,1,1
11,2026_01_12-SA-MVS-Saturday-085,1923439,"OAK Airport / SF / Daly City",1,,011A_shp,,1,1
12,2026_01_12-SA-MVS-Saturday-085,1923496,"SF / OAK Airport / Dublin/Pleasanton",0,,012A_shp,,1,1
11,2026_01_12-SA-MVS-Saturday-085,1923440,"OAK Airport / SF / Daly City",1,,011A_shp,,1,1
12,2026_01_12-SA-MVS-Saturday-085,1923497,"SF / OAK Airport / Dublin/Pleasanton",0,,012A_shp,,1,1
11,2026_01_12-SA-MVS-Saturday-085,1923441,"OAK Airport / SF / Daly City",1,,011A_shp,,1,1
12,2026_01_12-SA-MVS-Saturday-085,1923498,"SF / OAK Airport / Dublin/Pleasanton",0,,012A_shp,,1,1
11,2026_01_12-SA-MVS-Saturday-085,1923442,"OAK Airport / SF / Daly City",1,,011A_shp,,1,1
12,2026_01_12-SA-MVS-Saturday-085,1923499,"SF / OAK Airport / Dublin/Pleasanton",0,,012A_shp,,1,1
11,2026_01_12-SA-MVS-Saturday-085,1923443,"OAK Airport / SF / Daly City",1,,011A_shp,,1,1
12,2026_01_12-SA-MVS-Saturday-085,1923500,"SF / OAK Airport / Dublin/Pleasanton",0,,012A_shp,,1,1
11,2026_01_12-SA-MVS-Saturday-085,1923444,"OAK Airport / SF / Daly City",1,,011A_shp,,1,1
12,2026_01_12-SA-MVS-Saturday-085,1923501,"SF / OAK Airport / Dublin/Pleasanton",0,,012A_shp,,1,1
11,2026_01_12-SA-MVS-Saturday-085,1923445,"OAK Airport / SF / Daly City",1,,011A_shp,,1,1
12,2026_01_12-SA-MVS-Saturday-085,1923502,"SF / OAK Airport / Dublin/Pleasanton",0,,012A_shp,,1,1
11,2026_01_12-SA-MVS-Saturday-085,1923446,"OAK Airport / SF / Daly City",1,,011A_shp,,1,1
12,2026_01_12-SA-MVS-Saturday-085,1923503,"SF / OAK Airport / Dublin/Pleasanton",0,,012A_shp,,1,1
11,2026_01_12-SA-MVS-Saturday-085,1923447,"OAK Airport / SF / Daly City",1,,011A_shp,,1,1
12,2026_01_12-SA-MVS-Saturday-085,1923504,"SF / OAK Airport / Dublin/Pleasanton",0,,012A_shp,,1,1
11,2026_01_12-SA-MVS-Saturday-085,1923448,"OAK Airport / SF / Daly City",1,,011A_shp,,1,1
12,2026_01_12-SA-MVS-Saturday-085,1923505,"SF / OAK Airport / Dublin/Pleasanton",0,,012A_shp,,1,1
11,2026_01_12-SA-MVS-Saturday-085,1923449,"OAK Airport / SF / Daly City",1,,011A_shp,,1,1
12,2026_01_12-SA-MVS-Saturday-085,1923506,"SF / OAK Airport / Dublin/Pleasanton",0,,012A_shp,,1,1
11,2026_01_12-SA-MVS-Saturday-085,1923450,"OAK Airport / SF / Daly City",1,,011A_shp,,1,1
12,2026_01_12-SA-MVS-Saturday-085,1923507,"SF / OAK Airport / Dublin/Pleasanton",0,,012A_shp,,1,1
11,2026_01_12-SA-MVS-Saturday-085,1923451,"OAK Airport / SF / Daly City",1,,011A_shp,,1,1
12,2026_01_12-SA-MVS-Saturday-085,1923508,"SF / OAK Airport / Dublin/Pleasanton",0,,012A_shp,,1,1
11,2026_01_12-SA-MVS-Saturday-085,1923452,"OAK Airport / SF / Daly City",1,,011A_shp,,1,1
12,2026_01_12-SA-MVS-Saturday-085,1923509,"SF / OAK Airport / Dublin/Pleasanton",0,,012A_shp,,1,1
11,2026_01_12-SA-MVS-Saturday-085,1923453,"OAK Airport / SF / Daly City",1,,011A_shp,,1,1
12,2026_01_12-SA-MVS-Saturday-085,1923510,"SF / OAK Airport / Dublin/Pleasanton",0,,012A_shp,,1,1
11,2026_01_12-SA-MVS-Saturday-085,1923454,"OAK Airport / SF / Daly City",1,,011A_shp,,1,1
12,2026_01_12-SA-MVS-Saturday-085,1923511,"SF / OAK Airport / Dublin/Pleasanton",0,,012A_shp,,1,1
11,2026_01_12-SA-MVS-Saturday-085,1923455,"OAK Airport / SF / Daly City",1,,011A_shp,,1,1
12,2026_01_12-SA-MVS-Saturday-085,1923512,"SF / OAK Airport / Dublin/Pleasanton",0,,012A_shp,,1,1
11,2026_01_12-SA-MVS-Saturday-085,1923456,"OAK Airport / SF / Daly City",1,,011A_shp,,1,1
12,2026_01_12-SA-MVS-Saturday-085,1923513,"SF / OAK Airport / Dublin/Pleasanton",0,,012A_shp,,1,1
11,2026_01_12-SA-MVS-Saturday-085,1923457,"OAK Airport / SF / Daly City",1,,011A_shp,,1,1
12,2026_01_12-SA-MVS-Saturday-085,1923514,"SF / OAK Airport / Dublin/Pleasanton",0,,012A_shp,,1,1
11,2026_01_12-SA-MVS-Saturday-085,1923458,"OAK Airport / SF / Daly City",1,,011A_shp,,1,1
12,2026_01_12-SA-MVS-Saturday-085,1923515,"SF / OAK Airport / Dublin/Pleasanton",0,,012A_shp,,1,1
